CustomerID,first_purchase,last_purchase,n_orders,mean_order_value,frequency,recency,T,monetary,actual_future_purchases
13600,2011-01-31 15:27:00,2011-01-31 15:27:00,1,219.52,0,0,217,219.52,0.0
13601,2011-05-12 16:52:00,2011-05-12 16:52:00,1,373.2,0,0,116,373.2,1.0
13606,2011-02-01 11:42:00,2011-04-10 12:52:00,2,125.21000000000001,1,68,216,125.21000000000001,1.0
13610,2011-02-27 14:44:00,2011-08-21 14:42:00,5,155.24200000000002,4,174,190,155.24200000000002,2.0
13611,2010-12-15 10:31:00,2011-06-22 12:25:00,2,318.36,1,189,264,318.36,1.0
13614,2011-01-13 12:37:00,2011-06-28 14:58:00,2,397.49,1,166,235,397.49,2.0
13615,2011-01-25 08:21:00,2011-01-25 08:21:00,1,417.69,0,0,224,417.69,0.0
13617,2011-06-12 12:55:00,2011-08-18 13:17:00,2,182.85,1,67,85,182.85,1.0
13618,2011-06-19 11:09:00,2011-06-19 11:09:00,1,177.34,0,0,78,177.34,0.0
13621,2011-08-15 08:26:00,2011-08-15 08:26:00,1,213.85,0,0,22,213.85,0.0
13623,2011-02-15 13:08:00,2011-05-13 16:12:00,4,137.98000000000002,3,87,202,137.98000000000002,1.0
13626,2011-04-01 10:05:00,2011-04-01 10:05:00,1,257.23,0,0,157,257.23,0.0
13627,2010-12-17 09:52:00,2011-06-16 13:50:00,3,342.3333333333333,2,181,262,342.3333333333333,2.0
13629,2011-01-05 12:09:00,2011-09-01 18:54:00,8,714.795,7,239,243,714.795,3.0
13630,2011-02-27 12:49:00,2011-08-26 10:32:00,5,272.29200000000003,4,179,190,272.29200000000003,2.0
13631,2011-03-17 17:13:00,2011-09-01 09:57:00,11,279.1290909090909,10,167,172,279.1290909090909,0.0
13632,2011-04-10 15:07:00,2011-06-19 12:23:00,3,271.53333333333336,2,69,148,271.53333333333336,2.0
13634,2011-01-16 15:30:00,2011-08-25 13:46:00,3,261.25666666666666,2,220,232,261.25666666666666,2.0
13636,2011-02-27 14:29:00,2011-08-09 14:56:00,4,161.6375,3,163,190,161.6375,1.0
13637,2011-04-27 13:06:00,2011-06-05 13:24:00,2,342.425,1,39,131,342.425,1.0
13642,2011-05-08 12:34:00,2011-05-08 12:34:00,1,354.8,0,0,120,354.8,0.0
13643,2011-06-07 11:40:00,2011-09-02 10:42:00,2,129.7,1,86,90,129.7,1.0
13644,2011-08-26 11:53:00,2011-08-26 11:53:00,1,851.09,0,0,10,851.09,3.0
13645,2011-08-11 16:11:00,2011-08-11 16:11:00,1,252.1,0,0,25,252.1,0.0
13647,2011-04-19 09:49:00,2011-06-17 13:17:00,2,401.93,1,59,139,401.93,2.0
13649,2010-12-08 14:46:00,2011-03-28 11:51:00,2,173.3,1,109,271,173.3,0.0
13650,2011-03-17 12:37:00,2011-05-16 14:19:00,2,372.76,1,60,172,372.76,4.0
13652,2010-12-06 09:21:00,2011-03-28 09:21:00,2,319.12,1,112,273,319.12,1.0
13654,2011-03-11 12:54:00,2011-07-17 13:29:00,4,428.5675,3,128,178,428.5675,2.0
13655,2011-04-12 09:53:00,2011-08-17 14:25:00,2,466.485,1,127,146,466.485,0.0
13656,2011-01-06 15:42:00,2011-06-28 10:31:00,2,189.825,1,172,242,189.825,0.0
13657,2011-05-22 12:35:00,2011-05-22 12:35:00,1,152.34,0,0,106,152.34,1.0
13658,2011-05-19 17:15:00,2011-05-19 17:15:00,1,933.3,0,0,109,933.3,4.0
13659,2011-01-23 12:08:00,2011-05-18 12:37:00,2,786.6,1,115,225,786.6,0.0
13662,2011-03-25 13:23:00,2011-05-11 13:23:00,2,266.47,1,47,164,266.47,1.0
13663,2011-06-13 15:44:00,2011-06-13 15:44:00,1,189.47,0,0,84,189.47,0.0
13666,2011-02-25 13:05:00,2011-02-25 13:08:00,2,32.025000000000006,1,0,192,32.025000000000006,1.0
13667,2011-07-13 15:42:00,2011-07-13 15:42:00,1,305.02,0,0,54,305.02,0.0
13668,2010-12-12 12:35:00,2011-08-18 12:53:00,16,308.429375,15,249,267,308.429375,5.0
13669,2011-07-13 11:44:00,2011-07-13 11:44:00,1,48.150000000000006,0,0,54,48.150000000000006,1.0
13672,2011-01-11 13:54:00,2011-02-11 13:53:00,2,93.19500000000001,1,30,237,93.19500000000001,0.0
13675,2011-02-28 12:14:00,2011-07-11 12:57:00,2,243.41000000000003,1,133,189,243.41000000000003,0.0
13678,2011-07-11 10:14:00,2011-07-11 10:14:00,1,232.6,0,0,56,232.6,0.0
13680,2011-01-04 14:12:00,2011-01-06 12:11:00,2,1195.795,1,1,244,1195.795,2.0
13681,2011-07-07 15:21:00,2011-07-07 15:21:00,1,203.46,0,0,60,203.46,3.0
13682,2011-06-05 14:06:00,2011-06-05 14:06:00,1,59.5,0,0,92,59.5,0.0
13684,2011-02-27 10:13:00,2011-02-27 10:13:00,1,67.23,0,0,190,67.23,0.0
13686,2011-06-10 09:10:00,2011-06-10 09:10:00,1,72.0,0,0,87,72.0,0.0
13692,2011-04-17 12:57:00,2011-05-10 10:11:00,2,435.79,1,22,141,435.79,1.0
13694,2010-12-01 12:12:00,2011-08-24 13:27:00,39,1177.2215384615386,38,266,278,1177.2215384615386,11.0
13695,2011-03-25 11:31:00,2011-09-02 14:09:00,12,147.25583333333336,11,161,164,147.25583333333336,3.0
13699,2011-07-07 16:51:00,2011-07-07 16:51:00,1,308.58000000000004,0,0,60,308.58000000000004,0.0
13700,2011-01-16 13:18:00,2011-06-16 11:24:00,6,207.63333333333333,5,150,232,207.63333333333333,4.0
13703,2011-01-25 13:10:00,2011-01-25 13:10:00,1,99.5,0,0,223,99.5,0.0
13705,2010-12-01 10:29:00,2011-07-18 09:15:00,2,261.34,1,228,278,261.34,1.0
13706,2011-02-10 09:21:00,2011-02-10 09:21:00,1,330.79,0,0,207,330.79,0.0
13707,2011-01-28 13:27:00,2011-03-17 18:03:00,2,403.205,1,48,220,403.205,0.0
13708,2011-03-13 13:46:00,2011-03-13 13:46:00,1,296.88,0,0,176,296.88,0.0
13709,2011-01-28 14:57:00,2011-08-30 10:20:00,5,587.842,4,213,220,587.842,8.0
13711,2011-05-05 10:29:00,2011-05-05 10:31:00,2,126.03,1,0,123,126.03,0.0
13712,2011-04-07 12:33:00,2011-04-07 12:33:00,1,228.84,0,0,151,228.84,0.0
13715,2010-12-02 08:52:00,2011-03-03 19:21:00,5,215.86800000000002,4,91,277,215.86800000000002,0.0
13716,2011-03-15 13:49:00,2011-03-15 13:49:00,1,138.28,0,0,174,138.28,0.0
13717,2011-02-14 13:21:00,2011-08-03 08:21:00,4,238.9975,3,169,203,238.9975,2.0
13718,2011-02-17 11:58:00,2011-04-07 13:24:00,2,153.275,1,49,200,153.275,0.0
13719,2011-04-19 13:56:00,2011-05-18 12:52:00,2,169.37,1,28,139,169.37,3.0
13720,2011-03-30 09:17:00,2011-08-15 12:46:00,4,199.975,3,138,159,199.975,0.0
13722,2011-03-02 11:43:00,2011-07-31 12:44:00,3,791.8033333333333,2,151,187,791.8033333333333,0.0
13723,2011-05-06 17:04:00,2011-05-06 17:04:00,1,199.85000000000002,0,0,122,199.85000000000002,0.0
13725,2011-02-04 12:18:00,2011-06-23 16:02:00,7,266.5285714285714,6,139,213,266.5285714285714,1.0
13726,2011-08-31 11:06:00,2011-08-31 11:06:00,1,292.68,0,0,5,292.68,1.0
13728,2011-02-02 12:09:00,2011-08-24 12:54:00,5,159.404,4,203,215,159.404,1.0
13730,2011-07-01 12:47:00,2011-07-27 08:35:00,2,376.29999999999995,1,25,66,376.29999999999995,0.0
13731,2011-04-07 10:10:00,2011-05-04 14:33:00,2,305.295,1,27,151,305.295,0.0
13735,2011-04-19 13:49:00,2011-06-17 11:07:00,2,704.845,1,58,139,704.845,2.0
13736,2011-03-24 13:04:00,2011-03-24 13:04:00,1,357.53,0,0,165,357.53,1.0
13737,2011-05-23 16:32:00,2011-05-23 16:32:00,1,339.59999999999997,0,0,105,339.59999999999997,0.0
13740,2011-04-13 10:32:00,2011-04-13 10:32:00,1,350.75,0,0,145,350.75,0.0
13741,2011-05-06 13:43:00,2011-06-09 07:53:00,2,181.565,1,33,122,181.565,1.0
13742,2011-01-23 14:59:00,2011-06-30 13:25:00,10,264.872,9,157,225,264.872,2.0
13743,2011-03-25 14:46:00,2011-08-24 10:20:00,5,182.42399999999998,4,151,164,182.42399999999998,2.0
13744,2011-02-20 14:08:00,2011-09-05 15:19:00,2,578.18,1,197,197,578.18,0.0
13745,2011-06-30 16:43:00,2011-06-30 16:43:00,1,300.04,0,0,67,300.04,0.0
13747,2010-12-01 10:37:00,2010-12-01 10:37:00,1,79.6,0,0,278,79.6,0.0
13748,2010-12-01 09:00:00,2011-09-05 09:45:00,5,189.65,4,278,278,189.65,0.0
13750,2011-01-07 11:49:00,2011-07-22 14:39:00,4,329.1575,3,196,241,329.1575,1.0
13751,2011-02-24 15:56:00,2011-02-24 15:56:00,1,296.25,0,0,193,296.25,0.0
13752,2011-04-07 12:04:00,2011-08-07 14:16:00,6,197.71333333333337,5,122,151,197.71333333333337,0.0
13753,2011-02-25 12:48:00,2011-02-25 12:48:00,1,741.26,0,0,192,741.26,0.0
13754,2011-01-26 14:58:00,2011-07-11 11:51:00,2,141.3,1,165,222,141.3,0.0
13756,2010-12-07 11:41:00,2011-08-02 17:04:00,7,365.4771428571429,6,238,272,365.4771428571429,7.0
13758,2010-12-01 12:08:00,2011-05-22 15:12:00,5,470.304,4,172,278,470.304,2.0
13760,2011-03-28 12:52:00,2011-03-28 12:52:00,1,135.09,0,0,161,135.09,1.0
13761,2011-06-13 08:43:00,2011-06-13 08:43:00,1,491.71000000000004,0,0,84,491.71000000000004,1.0
13762,2011-05-05 09:15:00,2011-05-05 09:15:00,1,306.72,0,0,123,306.72,0.0
13764,2011-01-06 14:53:00,2011-07-18 17:15:00,2,472.815,1,193,242,472.815,1.0
13767,2010-12-01 10:47:00,2011-08-23 10:24:00,28,345.5846428571429,27,264,278,345.5846428571429,9.0
13769,2010-12-07 13:28:00,2011-08-09 10:47:00,6,288.37333333333333,5,244,272,288.37333333333333,4.0
13771,2011-04-06 15:47:00,2011-05-24 12:57:00,2,732.425,1,47,152,732.425,2.0
13772,2011-04-14 12:31:00,2011-09-04 11:22:00,2,343.11,1,142,144,343.11,1.0
13777,2010-12-01 16:01:00,2011-08-02 12:59:00,24,515.01,23,243,278,515.01,9.0
13778,2011-08-28 15:25:00,2011-08-28 15:25:00,1,178.7,0,0,8,178.7,0.0
13780,2011-06-22 11:43:00,2011-06-22 11:43:00,1,116.28000000000002,0,0,75,116.28000000000002,1.0
13781,2011-04-03 12:08:00,2011-04-03 12:08:00,1,127.84,0,0,155,127.84,0.0
13782,2011-01-16 11:08:00,2011-08-07 12:21:00,3,162.64333333333332,2,203,232,162.64333333333332,3.0
13784,2011-01-11 14:38:00,2011-08-18 18:21:00,8,246.07875,7,219,237,246.07875,3.0
13786,2010-12-07 13:53:00,2010-12-07 13:53:00,1,230.39999999999998,0,0,272,230.39999999999998,0.0
13787,2010-12-10 14:45:00,2010-12-10 14:45:00,1,106.4,0,0,269,106.4,1.0
13791,2011-06-24 16:38:00,2011-08-04 11:44:00,2,758.0,1,40,73,758.0,0.0
13792,2011-02-25 14:03:00,2011-02-25 14:03:00,1,74.60000000000001,0,0,192,74.60000000000001,1.0
13798,2010-12-02 17:24:00,2011-08-24 10:37:00,41,684.5424390243902,40,264,277,684.5424390243902,16.0
13799,2011-02-18 14:18:00,2011-08-15 12:07:00,2,344.42999999999995,1,177,199,344.42999999999995,0.0
13800,2011-02-03 12:27:00,2011-02-03 12:27:00,1,558.32,0,0,214,558.32,0.0
13802,2011-02-01 12:03:00,2011-07-24 10:54:00,3,1533.14,2,172,216,1533.14,0.0
13803,2011-03-29 12:57:00,2011-03-29 12:57:00,1,277.07,0,0,160,277.07,0.0
13804,2011-02-23 09:09:00,2011-09-04 10:59:00,4,385.8525,3,193,194,385.8525,3.0
13805,2011-08-02 15:29:00,2011-08-02 15:29:00,1,500.24,0,0,34,500.24,1.0
13807,2010-12-07 15:48:00,2010-12-07 15:48:00,1,112.6,0,0,272,112.6,0.0
13808,2011-09-04 12:07:00,2011-09-04 12:07:00,1,573.46,0,0,1,573.46,4.0
13809,2011-02-07 13:15:00,2011-02-07 13:15:00,1,155.05,0,0,210,155.05,0.0
13811,2011-04-14 18:40:00,2011-06-09 09:54:00,3,271.5,2,55,144,271.5,0.0
13812,2011-08-26 12:54:00,2011-08-26 12:54:00,1,278.74,0,0,10,278.74,2.0
13813,2011-07-28 10:33:00,2011-07-28 10:33:00,1,385.14,0,0,39,385.14,3.0
13814,2011-07-25 13:54:00,2011-07-25 13:54:00,1,617.54,0,0,42,617.54,1.0
13815,2011-01-25 12:16:00,2011-06-20 13:08:00,2,1488.875,1,146,223,1488.875,2.0
13817,2010-12-23 11:46:00,2010-12-23 11:46:00,1,128.7,0,0,256,128.7,1.0
13819,2011-01-24 10:38:00,2011-02-11 10:38:00,3,380.1166666666666,2,18,224,380.1166666666666,0.0
13821,2011-03-23 11:30:00,2011-07-18 09:49:00,2,192.82,1,116,166,192.82,0.0
13824,2011-02-02 13:07:00,2011-07-27 09:22:00,4,357.46000000000004,3,174,215,357.46000000000004,1.0
13826,2011-06-16 13:48:00,2011-06-16 13:48:00,1,189.5,0,0,81,189.5,0.0
13827,2011-07-19 15:38:00,2011-07-29 11:45:00,2,150.38,1,9,48,150.38,1.0
13831,2010-12-05 12:13:00,2011-07-24 12:26:00,4,363.84749999999997,3,231,274,363.84749999999997,2.0
13833,2011-07-03 13:27:00,2011-07-03 13:27:00,1,384.8,0,0,64,384.8,0.0
13835,2011-05-08 15:22:00,2011-07-07 15:16:00,2,268.66999999999996,1,59,120,268.66999999999996,2.0
13837,2011-01-26 12:15:00,2011-05-12 12:10:00,2,135.62,1,105,222,135.62,0.0
13838,2010-12-05 10:45:00,2011-08-14 10:52:00,3,159.86333333333334,2,252,274,159.86333333333334,1.0
13841,2011-04-01 12:10:00,2011-04-01 12:10:00,1,85.0,0,0,157,85.0,0.0
13842,2010-12-08 10:39:00,2011-07-07 12:41:00,7,309.32428571428574,6,211,271,309.32428571428574,2.0
13846,2010-12-14 16:07:00,2011-04-11 15:03:00,2,331.965,1,117,265,331.965,1.0
13848,2010-12-08 15:10:00,2011-02-15 10:17:00,2,467.5,1,68,271,467.5,1.0
13849,2011-06-22 10:11:00,2011-06-22 10:11:00,1,593.5799999999999,0,0,75,593.5799999999999,1.0
13850,2011-08-02 14:04:00,2011-08-02 14:04:00,1,1595.48,0,0,34,1595.48,0.0
13851,2011-02-24 17:18:00,2011-09-05 12:36:00,3,883.82,2,192,193,883.82,0.0
13854,2010-12-09 10:48:00,2011-08-25 12:59:00,19,323.4294736842105,18,259,270,323.4294736842105,6.0
13856,2011-05-20 13:13:00,2011-06-24 10:03:00,3,129.5,2,34,108,129.5,0.0
13859,2011-01-17 16:14:00,2011-01-17 16:14:00,1,201.16,0,0,231,201.16,0.0
13862,2011-01-11 15:13:00,2011-08-23 14:53:00,6,296.8833333333333,5,223,237,296.8833333333333,2.0
13863,2011-04-06 10:20:00,2011-04-06 10:20:00,1,305.78,0,0,152,305.78,0.0
13865,2011-02-23 12:04:00,2011-07-26 11:24:00,3,127.78000000000002,2,152,194,127.78000000000002,1.0
13867,2011-05-05 17:28:00,2011-05-05 17:28:00,1,138.85,0,0,123,138.85,2.0
13869,2010-12-17 15:14:00,2011-08-08 13:53:00,4,776.2375,3,233,262,776.2375,0.0
13870,2011-02-25 09:09:00,2011-08-30 11:32:00,5,435.89400000000006,4,186,192,435.89400000000006,3.0
13871,2011-02-04 09:30:00,2011-08-19 13:54:00,8,509.28000000000003,7,196,213,509.28000000000003,5.0
13873,2011-02-03 09:37:00,2011-08-12 10:08:00,3,129.86666666666667,2,190,214,129.86666666666667,0.0
13874,2010-12-16 18:20:00,2010-12-16 18:20:00,1,540.45,0,0,263,540.45,0.0
13875,2011-02-11 15:39:00,2011-07-29 09:11:00,4,356.2,3,167,206,356.2,1.0
13880,2010-12-07 14:00:00,2011-07-17 14:07:00,8,210.095,7,222,272,210.095,5.0
13881,2011-02-01 10:14:00,2011-09-05 11:43:00,11,854.4254545454546,10,216,216,854.4254545454546,9.0
13883,2011-03-31 17:17:00,2011-05-05 12:39:00,4,435.695,3,34,158,435.695,1.0
13884,2011-03-01 13:40:00,2011-03-07 12:53:00,3,65.41666666666667,2,5,188,65.41666666666667,2.0
13885,2011-05-23 08:52:00,2011-06-03 15:07:00,2,253.39999999999998,1,11,105,253.39999999999998,0.0
13887,2011-05-19 17:22:00,2011-05-19 17:22:00,1,349.55,0,0,109,349.55,0.0
13888,2011-05-05 14:41:00,2011-08-12 10:13:00,2,302.815,1,98,123,302.815,0.0
13890,2010-12-16 09:31:00,2011-08-24 13:12:00,2,250.555,1,251,263,250.555,8.0
13892,2011-04-07 12:04:00,2011-04-07 12:04:00,1,54.519999999999996,0,0,151,54.519999999999996,3.0
13893,2011-02-15 11:30:00,2011-02-15 11:30:00,1,821.1,0,0,202,821.1,0.0
13894,2011-02-02 12:54:00,2011-02-02 12:54:00,1,160.85,0,0,215,160.85,2.0
13895,2011-06-28 10:17:00,2011-07-19 14:03:00,2,468.65000000000003,1,21,69,468.65000000000003,2.0
13898,2011-01-18 10:28:00,2011-01-18 10:28:00,1,155.93,0,0,230,155.93,0.0
13899,2011-03-10 09:30:00,2011-03-10 09:30:00,1,298.5,0,0,179,298.5,1.0
13900,2011-03-22 10:13:00,2011-06-09 19:26:00,3,246.98333333333335,2,79,167,246.98333333333335,0.0
13901,2011-01-25 09:01:00,2011-08-24 12:36:00,4,663.07,3,211,223,663.07,1.0
13904,2011-02-18 11:18:00,2011-02-18 11:18:00,1,201.12,0,0,199,201.12,1.0
13908,2011-03-08 12:04:00,2011-08-05 11:46:00,3,487.2033333333334,2,149,181,487.2033333333334,1.0
13911,2011-02-04 14:46:00,2011-07-18 13:30:00,8,304.70375,7,163,213,304.70375,1.0
13917,2011-06-01 12:46:00,2011-06-01 12:46:00,1,65.38,0,0,96,65.38,1.0
13918,2011-03-31 18:05:00,2011-03-31 18:05:00,1,198.2,0,0,158,198.2,1.0
13919,2011-08-10 10:15:00,2011-08-10 10:15:00,1,213.15,0,0,26,213.15,1.0
13922,2010-12-23 10:38:00,2010-12-23 10:38:00,1,172.25,0,0,256,172.25,0.0
13925,2011-07-28 12:09:00,2011-08-10 12:41:00,2,248.025,1,13,39,248.025,2.0
13928,2011-07-29 15:59:00,2011-08-25 12:13:00,2,112.725,1,26,38,112.725,2.0
13929,2011-01-17 15:11:00,2011-06-23 15:26:00,2,421.325,1,157,231,421.325,0.0
13930,2011-07-26 11:00:00,2011-07-26 11:00:00,1,210.0,0,0,41,210.0,1.0
13931,2011-03-04 08:43:00,2011-09-05 10:12:00,2,618.7650000000001,1,185,185,618.7650000000001,0.0
13932,2011-02-18 12:02:00,2011-02-18 12:02:00,1,307.4,0,0,199,307.4,0.0
13933,2011-07-14 13:35:00,2011-08-22 14:03:00,2,304.395,1,39,53,304.395,0.0
13934,2011-03-21 08:39:00,2011-03-21 08:39:00,1,922.1,0,0,168,922.1,0.0
13936,2011-06-13 08:47:00,2011-06-13 08:47:00,1,376.58,0,0,84,376.58,0.0
13937,2011-06-23 16:35:00,2011-06-23 16:35:00,1,158.85,0,0,74,158.85,0.0
13939,2011-02-01 11:30:00,2011-08-23 11:53:00,2,195.10500000000002,1,203,216,195.10500000000002,1.0
13940,2011-07-18 16:05:00,2011-08-15 12:47:00,2,195.53,1,27,49,195.53,2.0
13941,2010-12-02 10:17:00,2011-06-21 09:44:00,3,943.7533333333332,2,200,277,943.7533333333332,2.0
13946,2011-03-17 10:02:00,2011-05-22 12:03:00,2,242.985,1,66,172,242.985,1.0
13948,2010-12-14 10:18:00,2010-12-14 10:18:00,1,102.0,0,0,265,102.0,0.0
13950,2011-04-07 11:29:00,2011-04-07 11:29:00,1,179.30999999999997,0,0,151,179.30999999999997,3.0
13951,2011-02-18 15:21:00,2011-06-16 16:43:00,3,224.8166666666667,2,118,199,224.8166666666667,0.0
13952,2011-04-15 09:27:00,2011-05-06 09:00:00,2,1625.5355,1,20,143,1625.5355,0.0
13953,2010-12-22 10:29:00,2011-08-16 10:03:00,5,520.8720000000001,4,236,257,520.8720000000001,2.0
13955,2011-02-07 12:24:00,2011-07-08 17:19:00,2,161.48,1,151,210,161.48,0.0
13956,2011-03-13 12:51:00,2011-07-24 16:12:00,3,226.75666666666666,2,133,176,226.75666666666666,2.0
13959,2010-12-12 13:56:00,2011-03-03 18:16:00,2,168.72,1,81,267,168.72,1.0
13962,2011-04-08 11:21:00,2011-04-08 11:21:00,1,117.6,0,0,150,117.6,1.0
13963,2010-12-07 09:21:00,2011-02-04 14:43:00,4,166.135,3,59,272,166.135,0.0
13967,2011-07-17 12:02:00,2011-07-17 12:02:00,1,80.7,0,0,50,80.7,0.0
13969,2010-12-09 19:32:00,2011-08-24 15:47:00,11,355.57727272727277,10,257,270,355.57727272727277,7.0
13971,2011-02-27 12:27:00,2011-08-25 14:23:00,6,330.98333333333335,5,179,190,330.98333333333335,2.0
13972,2011-05-22 11:34:00,2011-05-22 11:34:00,1,145.9,0,0,106,145.9,1.0
13973,2011-02-25 15:21:00,2011-02-25 15:21:00,1,264.7,0,0,192,264.7,0.0
13975,2011-03-08 12:19:00,2011-08-03 13:39:00,4,374.4275,3,148,181,374.4275,2.0
13976,2011-05-17 09:13:00,2011-05-17 09:13:00,1,357.98,0,0,111,357.98,0.0
13982,2010-12-09 13:57:00,2011-06-29 15:11:00,3,410.0466666666666,2,202,270,410.0466666666666,1.0
13983,2010-12-08 10:38:00,2011-06-05 16:05:00,8,210.1325,7,179,271,210.1325,4.0
13984,2010-12-08 15:58:00,2011-08-05 14:30:00,4,204.8325,3,239,271,204.8325,1.0
13985,2011-03-20 13:48:00,2011-08-24 13:11:00,7,396.1485714285714,6,156,169,396.1485714285714,8.0
13988,2011-03-30 11:48:00,2011-06-30 11:54:00,3,641.1666666666666,2,92,159,641.1666666666666,3.0
13989,2011-04-14 15:39:00,2011-04-14 15:39:00,1,896.6700000000001,0,0,144,896.6700000000001,1.0
13990,2011-05-10 15:19:00,2011-05-10 15:19:00,1,311.3,0,0,118,311.3,0.0
13991,2011-07-19 12:58:00,2011-07-19 12:58:00,1,126.35,0,0,48,126.35,5.0
13993,2011-01-13 10:43:00,2011-08-31 12:31:00,6,374.5683333333333,5,230,235,374.5683333333333,3.0
13994,2011-07-14 18:28:00,2011-08-26 11:35:00,2,209.78,1,42,53,209.78,4.0
13995,2011-04-08 08:20:00,2011-08-16 09:00:00,3,290.6333333333333,2,130,151,290.6333333333333,2.0
13999,2010-12-13 11:23:00,2011-09-05 11:19:00,9,318.7744444444445,8,265,266,318.7744444444445,3.0
14000,2011-05-12 16:50:00,2011-05-12 16:50:00,1,635.66,0,0,116,635.66,0.0
14001,2010-12-01 12:58:00,2011-04-21 09:26:00,2,654.5699999999999,1,140,278,654.5699999999999,1.0
14002,2011-07-06 14:59:00,2011-07-28 15:55:00,2,264.865,1,22,61,264.865,0.0
14004,2011-02-24 09:28:00,2011-09-02 13:50:00,5,640.652,4,190,193,640.652,2.0
14005,2011-05-08 10:33:00,2011-07-29 10:00:00,3,232.1866666666667,2,81,120,232.1866666666667,2.0
14006,2011-01-31 15:11:00,2011-08-16 09:39:00,3,320.73,2,196,217,320.73,0.0
14009,2011-05-18 13:00:00,2011-05-25 15:47:00,2,347.805,1,7,110,347.805,0.0
14012,2011-03-07 12:26:00,2011-03-07 12:26:00,1,328.8,0,0,182,328.8,0.0
14013,2011-03-09 08:59:00,2011-08-21 15:01:00,3,157.67333333333332,2,165,180,157.67333333333332,0.0
14016,2010-12-17 14:21:00,2011-07-01 11:29:00,4,1085.3025,3,195,262,1085.3025,0.0
14019,2011-07-24 15:39:00,2011-09-02 12:51:00,2,400.265,1,39,43,400.265,1.0
14021,2011-03-28 15:10:00,2011-07-07 15:46:00,3,210.63333333333333,2,101,161,210.63333333333333,0.0
14022,2011-04-28 14:39:00,2011-04-28 14:39:00,1,440.0,0,0,130,440.0,0.0
14023,2011-04-03 15:50:00,2011-04-03 15:50:00,1,273.14,0,0,155,273.14,1.0
14024,2011-08-07 13:31:00,2011-08-10 11:30:00,2,163.85,1,2,29,163.85,0.0
14029,2011-07-18 16:57:00,2011-07-18 16:57:00,1,165.20000000000002,0,0,49,165.20000000000002,1.0
14030,2010-12-08 16:11:00,2011-08-10 16:19:00,6,276.25,5,245,271,276.25,2.0
14031,2010-12-02 16:34:00,2011-08-05 14:49:00,13,740.5407692307692,12,245,277,740.5407692307692,6.0
14032,2010-12-08 10:53:00,2011-06-24 11:08:00,6,307.56166666666667,5,198,271,307.56166666666667,5.0
14034,2011-07-05 13:06:00,2011-07-05 13:15:00,2,236.95499999999998,1,0,62,236.95499999999998,1.0
14035,2011-02-15 12:48:00,2011-08-24 13:15:00,3,279.08666666666664,2,190,202,279.08666666666664,2.0
14036,2011-02-28 09:26:00,2011-02-28 09:26:00,1,626.65,0,0,189,626.65,0.0
14037,2010-12-10 11:39:00,2011-06-16 13:57:00,2,73.6,1,188,269,73.6,0.0
14038,2011-05-16 14:05:00,2011-07-18 15:15:00,2,543.21,1,63,112,543.21,1.0
14040,2011-01-12 14:57:00,2011-08-14 12:12:00,9,276.2122222222222,8,213,236,276.2122222222222,3.0
14041,2011-03-18 13:25:00,2011-03-18 13:25:00,1,141.41,0,0,171,141.41,0.0
14044,2011-02-03 11:39:00,2011-08-28 14:39:00,3,180.70333333333335,2,206,214,180.70333333333335,1.0
14045,2010-12-01 11:32:00,2011-08-22 15:27:00,4,414.9375,3,264,278,414.9375,0.0
14046,2011-02-28 14:48:00,2011-02-28 14:48:00,1,154.99,0,0,189,154.99,0.0
14047,2010-12-02 10:09:00,2011-05-24 11:35:00,3,211.97333333333336,2,173,277,211.97333333333336,2.0
14048,2011-02-07 14:53:00,2011-02-07 14:53:00,1,409.93,0,0,210,409.93,0.0
14049,2011-01-26 11:27:00,2011-07-04 11:47:00,3,1095.1299999999999,2,159,222,1095.1299999999999,1.0
14050,2011-08-25 13:46:00,2011-08-25 13:46:00,1,485.98,0,0,11,485.98,1.0
14051,2010-12-08 12:49:00,2011-08-18 17:39:00,15,579.1626666666667,14,253,271,579.1626666666667,8.0
14053,2011-07-03 12:21:00,2011-08-07 14:27:00,2,130.125,1,35,64,130.125,0.0
14055,2011-08-25 15:04:00,2011-08-25 15:04:00,1,725.6400000000001,0,0,11,725.6400000000001,0.0
14056,2011-02-28 15:19:00,2011-08-24 16:02:00,17,316.61823529411765,16,177,189,316.61823529411765,6.0
14057,2010-12-14 12:11:00,2011-08-31 09:55:00,13,370.15230769230766,12,259,265,370.15230769230766,4.0
14059,2011-03-18 10:06:00,2011-03-18 10:06:00,1,183.6,0,0,171,183.6,0.0
14060,2010-12-02 12:11:00,2011-08-23 16:49:00,14,293.05571428571426,13,264,277,293.05571428571426,5.0
14062,2010-12-10 15:56:00,2011-08-19 11:56:00,9,866.8655555555556,8,251,269,866.8655555555556,3.0
14064,2011-03-10 12:59:00,2011-08-18 18:11:00,4,274.41999999999996,3,161,179,274.41999999999996,1.0
14066,2011-03-18 12:21:00,2011-03-18 12:21:00,1,152.55,0,0,171,152.55,0.0
14067,2011-09-04 12:00:00,2011-09-04 12:00:00,1,224.67,0,0,1,224.67,1.0
14068,2011-01-23 16:02:00,2011-01-23 16:02:00,1,265.85,0,0,225,265.85,0.0
14071,2011-03-20 11:33:00,2011-03-24 13:28:00,2,178.405,1,4,169,178.405,6.0
14075,2011-03-23 16:35:00,2011-03-23 16:35:00,1,307.92,0,0,166,307.92,2.0
